time	bit_rate	buffer_occupancies	rebuffer_times	video_chunk_size	video_chunk_fetch_time	linear_reward	log_reward	hd_reward
1698703595.4348943	750	4	1.898	450283	1818	-8.1614	-inf	-15.184
1698703596.2771049	300	7.197015	0.0	155580	614	-0.15000000000000002	-0.9162907318741551	0.0
1698703597.8108346	750	9.658705	0.0	350812	1356	0.3	0.0	1.0
1698703599.4917188	750	11.982246999999997	0.0	382355	1508	0.75	0.9162907318741551	2.0
1698703601.2596853	750	14.215909999999997	0.0	411561	1615	0.75	0.9162907318741551	2.0
1698703602.6936889	750	16.779726999999998	0.0	318564	1280	0.75	0.9162907318741551	2.0
1698703604.2317932	750	19.241577	0.0	352642	1385	0.75	0.9162907318741551	2.0
1698703608.673028	1850	18.796805	0.0	1060487	4206	0.75	0.9162907318741551	2.0
1698703612.1784976	1850	19.292762	0.0	852833	3343	1.85	1.8191584434161694	12.0
1698703615.9390173	1850	19.532753	0.0	913888	3586	1.85	1.8191584434161694	12.0
1698703619.8017113	1850	19.668626999999997	0.0	939819	3700	1.85	1.8191584434161694	12.0
1698703623.5791159	1850	19.891734	0.0	917428	3619	1.85	1.8191584434161694	12.0
1698703627.4663792	1850	20.004354	0.0	946851	3731	1.85	1.8191584434161694	12.0
1698703631.7086108	1850	19.757768	0.0	1036454	4100	1.85	1.8191584434161694	12.0
1698703635.0828784	1850	20.389063999999998	0.0	821631	3230	1.85	1.8191584434161694	12.0
1698703638.9982898	1850	20.473155999999996	0.0	923170	3753	1.85	1.8191584434161694	12.0
1698703642.993568	1850	20.478536	0.0	966699	3834	1.85	1.8191584434161694	12.0
1698703646.6385467	1850	20.833328	0.0	885714	3491	1.85	1.8191584434161694	12.0
1698703650.6931415	1850	20.777916999999995	0.0	987708	3893	1.85	1.8191584434161694	12.0
1698703654.5027988	1850	20.969116999999997	0.0	923755	3628	1.85	1.8191584434161694	12.0
1698703658.164629	1850	21.307215999999997	0.0	891604	3509	1.85	1.8191584434161694	12.0
1698703662.097521	1850	21.373912000000004	0.0	955231	3770	1.85	1.8191584434161694	12.0
1698703666.05287	1850	21.418695	0.0	968026	3805	1.85	1.8191584434161694	12.0
1698703669.6598983	1850	21.810131	0.0	874175	3454	1.85	1.8191584434161694	12.0
1698703673.363472	1850	22.107479999999995	0.0	897976	3533	1.85	1.8191584434161694	12.0
1698703677.0888655	1850	22.382481999999996	0.0	905935	3561	1.85	1.8191584434161694	12.0
1698703681.4957228	1850	21.973962999999998	0.0	1076599	4240	1.85	1.8191584434161694	12.0
1698703684.6312768	1850	22.841155	0.0	758197	2987	1.85	1.8191584434161694	12.0
1698703688.6236641	1850	22.847707	0.0	972798	3846	1.85	1.8191584434161694	12.0
1698703692.6633627	1850	22.808114000000003	0.0	975811	3882	1.85	1.8191584434161694	12.0
1698703696.2690077	1850	23.201696999999996	0.0	873429	3464	1.85	1.8191584434161694	12.0
1698703700.1883967	1850	23.28287300000001	0.0	954453	3763	1.85	1.8191584434161694	12.0
1698703703.8918645	1850	23.57980400000001	0.0	885062	3547	1.85	1.8191584434161694	12.0
1698703708.137539	1850	23.332648000000006	0.0	1035329	4063	1.85	1.8191584434161694	12.0
1698703712.3712115	1850	23.09877300000001	0.0	1026056	4071	1.85	1.8191584434161694	12.0
1698703716.2226326	1850	23.242514000000014	0.0	943942	3714	1.85	1.8191584434161694	12.0
1698703719.307078	1850	24.167677000000012	0.0	728962	2918	1.85	1.8191584434161694	12.0
1698703723.18283	1850	24.286973000000017	0.0	938587	3714	1.85	1.8191584434161694	12.0
1698703726.92289	1850	24.548279000000008	0.0	908665	3582	1.85	1.8191584434161694	12.0
1698703730.7561276	1850	24.715120000000013	0.0	930577	3690	1.85	1.8191584434161694	12.0
1698703734.3073823	1850	25.16379900000001	0.0	858450	3388	1.85	1.8191584434161694	12.0
1698703738.542649	1850	24.927513000000005	0.0	1025005	4068	1.85	1.8191584434161694	12.0
1698703742.2175455	1850	25.256403000000006	0.0	886255	3525	1.85	1.8191584434161694	12.0
1698703746.2093492	1850	25.261521000000016	0.0	973972	3850	1.85	1.8191584434161694	12.0
1698703750.1267157	1850	25.342495000000014	0.0	958994	3758	1.85	1.8191584434161694	12.0
1698703754.170158	1850	25.300116000000003	0.0	982064	3879	1.85	1.8191584434161694	12.0
1698703757.6070192	1850	25.864325000000008	0.0	830730	3265	1.85	1.8191584434161694	12.0
1698703761.1065161	1850	26.364562000000006	0.0	846370	3346	1.85	1.8191584434161694	12.0
1698703763.6429775	1850	25.509796999999992	0.0	598850	2380	1.85	1.8191584434161694	12.0
